FORMATTED DATE-TIME,Temperature,Relative Humidity,Heat Stress Index,Dew Point,"Temp. Humidity Idx, NRC","Temp. Humidity Idx, Yousef"
2000-01-01 00:10:00,23.7,56.1,23.3,14.4,70.6,70.0
2000-01-01 00:20:00,23.6,53.9,23.1,13.7,70.2,69.7
2000-01-01 00:30:00,23.6,54.0,23.1,13.7,70.3,69.7
2000-01-01 00:40:00,23.5,54.1,23.0,13.7,70.2,69.6
2000-01-01 00:50:00,23.4,54.4,23.0,13.7,70.1,69.6
2000-01-01 01:00:00,23.4,54.5,22.9,13.7,70.1,69.5
2000-01-01 01:10:00,23.4,54.6,22.9,13.7,70.1,69.5
2000-01-01 01:20:00,23.4,55.0,22.9,13.8,70.1,69.6
2000-01-01 01:30:00,23.4,54.5,22.9,13.7,70.1,69.5
2000-01-01 01:40:00,23.4,54.4,22.9,13.7,70.1,69.5
2000-01-01 01:50:00,23.4,54.3,22.9,13.6,70.1,69.5
2000-01-01 02:00:00,23.4,54.6,23.0,13.8,70.1,69.6
2000-01-01 02:10:00,23.4,54.6,23.0,13.8,70.2,69.6
2000-01-01 02:20:00,23.5,54.4,23.0,13.7,70.2,69.6
2000-01-01 02:30:00,23.5,54.3,23.1,13.8,70.2,69.7
2000-01-01 02:40:00,23.5,54.0,23.1,13.7,70.2,69.7
2000-01-01 02:50:00,23.6,53.8,23.1,13.6,70.2,69.7
2000-01-01 03:00:00,23.6,53.7,23.1,13.6,70.3,69.7
2000-01-01 03:10:00,23.6,53.6,23.1,13.6,70.2,69.7
2000-01-01 03:20:00,23.6,53.5,23.1,13.6,70.2,69.7
2000-01-01 03:30:00,23.6,53.6,23.2,13.6,70.3,69.7
2000-01-01 03:40:00,23.6,53.7,23.2,13.6,70.3,69.7
2000-01-01 03:50:00,23.6,53.7,23.2,13.7,70.3,69.8
2000-01-01 04:00:00,23.6,53.8,23.2,13.7,70.4,69.8
2000-01-01 04:10:00,23.7,53.8,23.3,13.8,70.4,69.9
2000-01-01 04:20:00,23.7,53.8,23.3,13.8,70.4,69.9
2000-01-01 04:30:00,23.8,53.9,23.3,13.9,70.6,70.0
2000-01-01 04:40:00,23.9,53.8,23.4,13.9,70.7,70.1
2000-01-01 04:50:00,23.9,53.9,23.5,14.0,70.7,70.2
2000-01-01 05:00:00,24.0,53.8,23.6,14.1,70.8,70.3
2000-01-01 05:10:00,24.1,53.5,23.7,14.1,70.9,70.4
2000-01-01 05:20:00,24.1,53.5,23.7,14.1,71.0,70.4
2000-01-01 05:30:00,24.1,53.7,23.7,14.2,71.0,70.4
2000-01-01 05:40:00,24.2,53.4,23.8,14.1,71.1,70.5
2000-01-01 05:50:00,24.3,53.1,23.7,14.1,71.2,70.6
2000-01-01 06:00:00,24.4,52.8,23.8,14.1,71.3,70.7
2000-01-01 06:10:00,24.4,52.7,23.9,14.2,71.3,70.8
2000-01-01 06:20:00,24.5,52.5,24.0,14.2,71.4,70.8
2000-01-01 06:30:00,24.5,52.4,24.0,14.1,71.4,70.8
2022-05-17 13:00:00,26.0,58.2,26.4,17.2,74.0,73.4
2022-05-17 13:10:00,24.5,56.7,24.3,15.4,71.9,71.3
2022-05-17 13:20:00,24.0,55.7,23.6,14.6,71.0,70.4
2022-05-17 13:30:00,23.5,55.0,23.2,14.0,70.3,69.7
2022-05-17 13:40:00,23.4,54.6,22.9,13.7,70.1,69.5
2022-05-17 13:50:00,23.2,54.1,22.8,13.4,69.8,69.2
2022-05-17 14:00:00,23.2,54.0,22.8,13.4,69.8,69.2
2022-05-17 14:10:00,23.1,53.8,22.8,13.2,69.7,69.1
2022-05-17 14:20:00,23.1,53.6,22.8,13.2,69.6,69.0
2022-05-17 14:30:00,23.1,53.5,22.8,13.2,69.6,69.1
2022-05-17 14:40:00,23.0,53.3,22.6,13.0,69.5,68.9
2022-05-17 14:50:00,23.1,53.3,22.7,13.1,69.6,69.0
2022-05-17 15:00:00,22.9,52.9,22.5,12.8,69.3,68.7
2022-05-17 15:10:00,22.9,52.9,22.5,12.8,69.3,68.7
2022-05-17 15:20:00,22.8,52.6,22.4,12.6,69.1,68.6
2022-05-17 15:30:00,22.8,52.6,22.3,12.6,69.0,68.5
2022-05-17 15:40:00,22.7,52.4,22.3,12.5,69.0,68.4
2022-05-17 15:50:00,22.6,52.3,22.2,12.4,68.9,68.3
2022-05-17 16:00:00,22.6,52.1,22.2,12.3,68.8,68.2
2022-05-17 16:10:00,22.4,51.9,21.9,12.0,68.5,67.9
2022-05-17 16:20:00,22.3,51.8,21.9,11.9,68.4,67.8
2022-05-17 16:30:00,22.1,51.6,21.7,11.7,68.2,67.5
2022-05-17 16:40:00,22.2,51.6,21.8,11.8,68.2,67.6
2022-05-17 16:50:00,22.0,51.4,21.5,11.5,67.9,67.3
2022-05-17 17:00:00,22.1,51.5,21.7,11.6,68.1,67.5
2022-05-17 17:10:00,21.9,51.2,21.4,11.4,67.8,67.2
2022-05-17 17:20:00,22.1,51.3,21.6,11.6,68.1,67.4
2022-05-17 17:30:00,21.8,51.0,21.4,11.3,67.7,67.1
2022-05-17 17:40:00,22.0,51.1,21.6,11.5,68.0,67.3
2022-05-17 17:50:00,21.9,50.9,21.5,11.3,67.8,67.2
2022-05-17 18:00:00,22.1,51.0,21.6,11.5,68.0,67.4
2022-05-17 18:10:00,22.1,50.9,21.6,11.5,68.0,67.4
2022-05-17 18:20:00,22.2,50.9,21.8,11.6,68.2,67.6
2022-05-17 18:30:00,22.3,50.8,21.8,11.6,68.3,67.7
2022-05-17 18:40:00,22.4,50.7,21.9,11.7,68.4,67.8
2022-05-17 18:50:00,22.3,50.7,21.9,11.6,68.3,67.7
2022-05-17 19:00:00,22.4,50.7,22.0,11.7,68.5,67.8
2022-05-17 19:10:00,23.4,50.2,22.9,12.5,69.7,69.1
